150;16579
150;16353
150;16394
150;16194
150;16364
150;16211
150;16221
150;16232
150;16269
150;16461
150;16308
150;16231
150;16240
150;16258
150;16279
150;16293
150;16232
150;182101
150;16399
150;16276
150;16433
150;16270
150;16186
150;16217
150;16227
150;16241
150;16165
150;16328
150;16162
150;34756
150;21390
150;16355
150;16660
150;16439
150;16498
150;16361
150;16317
150;15841
150;15786
150;15850
150;15803
150;15885
150;15797
150;15829
150;15799
150;15882
150;16336
150;16246
150;16285
150;16334
150;16268
150;16174
150;16341
150;16443
150;16304
150;16281
150;16208
150;16306
150;16258
150;16206
150;16285
150;16276
150;16232
150;16298
150;16223
150;16303
150;16276
150;16193
150;16246
150;16265
150;16294
150;16209
150;16183
150;16394
150;16757
150;16698
150;16715
150;16700
150;16747
150;16529
150;16735
150;16797
150;16725
150;16865
150;16685
150;16574
150;16687
150;16833
150;16668
150;16832
150;16738
150;16721
150;16652
150;16666
150;16785
150;16767
150;16834
150;16761
150;16765
150;16598
200;217128
200;28161
200;28487
200;28446
200;41767
200;28611
200;28565
200;28727
200;28487
200;28337
200;28134
200;28353
200;28456
200;28218
200;28334
200;28601
200;28396
200;28469
200;28034
200;28336
200;28133
200;28804
200;28644
200;28705
200;28482
200;28414
200;28604
200;28795
200;28630
200;28422
200;28381
200;28516
200;28473
200;28330
200;28480
200;28726
200;28479
200;28584
200;28247
200;28366
200;28573
200;28558
200;28608
200;28572
200;28719
200;28180
200;28052
200;27933
200;27210
200;27426
200;27187
200;27699
200;27820
200;27286
200;27744
200;27544
200;27470
200;27728
200;27561
200;27615
200;28453
200;28274
200;28501
200;28070
200;28236
200;28290
200;30289
200;36776
200;46975
200;27505
200;27574
200;27540
200;27703
200;27628
200;27605
200;27848
200;27707
200;27374
200;27805
200;27524
200;27571
200;27708
200;27320
200;27336
200;27409
200;27870
200;27547
200;27719
200;27914
200;27506
200;27607
200;27599
200;54182
200;27837
200;27535
200;27659
200;27350
200;27373
200;27688
200;27427
250;48172
250;48214
250;48010
250;48237
250;48304
250;61513
250;62450
250;47074
250;47219
250;46898
250;47022
250;47017
250;46855
250;47147
250;45598
250;45757
250;45858
250;45610
250;80975
250;45674
250;45805
250;47137
250;52973
250;45768
250;45834
250;45674
250;45799
250;45954
250;45604
250;45949
250;45788
250;46221
250;45843
250;45491
250;45908
250;45900
250;45497
250;45709
250;45772
250;45830
250;45689
250;45821
250;45669
250;45753
250;276023
250;49331
250;49487
250;49376
250;58367
250;76048
250;58353
250;44455
250;44753
250;44852
250;44635
250;44798
250;44599
250;44892
250;62209
250;44799
250;44794
250;44673
250;44634
250;44665
250;44602
250;44528
250;44897
250;44793
250;44515
250;44667
250;44799
250;44435
250;44510
250;44424
250;44697
250;44637
250;273321
250;49318
250;44330
250;44622
250;44775
250;44487
250;45003
250;44872
250;44712
250;44636
250;44730
250;44891
250;44435
250;44471
250;44573
250;44558
250;44621
250;44663
250;44644
250;44711
250;44531
250;44714
250;44708
250;44561
300;67871
300;66365
300;66551
300;66862
300;66386
300;66499
300;66316
300;66640
300;66153
300;66752
300;66520
300;73787
300;73614
300;78449
300;124080
300;68307
300;66654
300;66564
300;66464
300;67035
300;66927
300;66422
300;66458
300;66529
300;66245
300;66662
300;66516
300;93175
300;67008
300;66553
300;66498
300;66407
300;66695
300;85019
300;66728
300;66991
300;66518
300;66537
300;67011
300;66584
300;66930
300;66754
300;66742
300;66449
300;66640
300;66260
300;66952
300;66581
300;66929
300;66351
300;66709
300;66631
300;66927
300;66590
300;66232
300;66815
300;90787
300;66936
300;66937
300;66150
300;66587
300;73973
300;73768
300;97924
300;118316
300;68368
300;66271
300;66589
300;66629
300;82824
300;66845
300;66587
300;66842
300;66391
300;66677
300;66433
300;66615
300;66877
300;66780
300;66741
300;66457
300;73763
300;84202
300;66686
300;66794
300;66653
300;66183
300;66390
300;66683
300;67091
300;66587
300;66664
300;66556
300;66752
300;66512
300;66338
300;66386
300;66561
300;66532
300;66377
350;91895
350;89721
350;89313
350;89679
350;89218
350;332161
350;99140
350;106634
350;167311
350;93775
350;91607
350;89729
350;89185
350;89421
350;89206
350;89380
350;89449
350;90146
350;89477
350;89832
350;89429
350;89068
350;329920
350;90133
350;89959
350;88948
350;89586
350;89789
350;151218
350;90863
350;89919
350;89830
350;89852
350;89624
350;100463
350;90500
350;89490
350;89572
350;89369
350;89657
350;89661
350;89496
350;335204
350;99787
350;109662
350;149285
350;94299
350;90648
350;89171
350;134999
350;92602
350;91050
350;89839
350;89266
350;89603
350;89927
350;89596
350;89545
350;110380
350;90369
350;89203
350;89895
350;89735
350;89198
350;89840
350;89850
350;89778
350;89546
350;101247
350;134845
350;90592
350;90147
350;89391
350;89611
350;89390
350;89397
350;89653
350;89849
350;348225
350;99688
350;158943
350;112842
350;92855
350;90262
350;89556
350;89237
350;89347
350;89665
350;89744
350;89813
350;89693
350;89562
350;89530
350;89252
350;112150
350;90977
350;90272
350;89357
350;89408
350;90100
400;211213
400;208384
400;208514
400;208297
400;207675
400;250454
400;215866
400;453989
400;269311
400;216791
400;211231
400;210992
400;210566
400;210833
400;208637
400;209036
400;478971
400;208422
400;208642
400;208453
400;207995
400;208731
400;208773
400;207495
400;208293
400;207200
400;208542
400;440790
400;231071
400;280865
400;212996
400;210565
400;217550
400;209411
400;208226
400;207696
400;463195
400;208798
400;208728
400;223264
400;207927
400;208115
400;208429
400;208565
400;207736
400;206971
400;207974
400;208264
400;230139
400;289643
400;258534
400;210649
400;210910
400;208329
400;208263
400;208641
400;451293
400;210564
400;209841
400;207734
400;207554
400;207205
400;207501
400;207603
400;207359
400;208434
400;207160
400;207371
400;229512
400;305426
400;214784
400;210378
400;208767
400;252092
400;209858
400;207828
400;448116
400;208467
400;208812
400;207818
400;207829
400;207301
400;208684
400;208578
400;208886
400;208124
400;209216
400;438108
400;229692
400;286215
400;213261
400;210347
400;207801
400;208043
400;209932
400;207440
400;487572
400;209761
400;209083
400;207382
450;202161
450;197081
450;197100
450;196309
450;197870
450;204871
450;197064
450;232562
450;313860
450;216222
450;206095
450;202162
450;200635
450;201479
450;534449
450;248428
450;231504
450;250403
450;217280
450;218685
450;217750
450;216447
450;215474
450;400940
450;241936
450;251854
450;205492
450;200604
450;199506
450;199701
450;198857
450;197520
450;212170
450;198569
450;196486
450;195432
450;224707
450;199313
450;196890
450;196082
450;195091
450;195821
450;404075
450;272835
450;213257
450;204411
450;199888
450;196548
450;205305
450;197047
450;196273
450;215116
450;196341
450;195458
450;195126
450;194708
450;195452
450;194470
450;202979
450;195985
450;193963
450;391479
450;230254
450;266898
450;208432
450;199862
450;200744
450;196556
450;198121
450;196986
450;213765
450;197985
450;198603
450;195610
450;196248
450;195421
450;195685
450;195362
450;196537
450;195308
450;402717
450;224475
450;236724
450;204396
450;200127
450;197749
450;198385
450;207505
450;197687
450;196839
450;241272
450;195905
450;196373
450;195219
450;196530
450;195366
450;194824
450;195421
450;195124
450;404467
500;404144
500;304269
500;285546
500;278914
500;279066
500;504883
500;302194
500;278420
500;324323
500;278213
500;276956
500;274732
500;274660
500;301943
500;360650
500;293400
500;319844
500;279743
500;277918
500;500280
500;277360
500;276222
500;274479
500;288533
500;318990
500;276443
500;274699
500;316742
500;366920
500;294279
500;282384
500;279632
500;288503
500;502802
500;277737
500;277171
500;276257
500;276636
500;274458
500;275185
500;318938
500;303063
500;380959
500;297150
500;281834
500;278699
500;277414
500;511919
500;279426
500;277227
500;275929
500;275034
500;275423
500;275862
500;274278
500;499308
500;406488
500;297260
500;283309
500;288731
500;279915
500;504878
500;277088
500;275734
500;275874
500;276063
500;274715
500;295217
500;277177
500;301425
500;389403
500;296456
500;282170
500;279175
500;277142
500;505609
500;349215
500;284390
500;278109
500;276092
500;277992
500;274250
500;275904
500;499296
500;392953
500;295790
500;281524
500;310542
500;278402
500;504202
500;277797
500;275297
500;275514
500;288026
500;278089
500;273838
500;277708
500;304399
500;352941
500;291455
550;373400
550;366309
550;616796
550;369597
550;365016
550;365053
550;364908
550;365465
550;607529
550;494624
550;394387
550;378209
550;372999
550;373330
550;417571
550;369243
550;365486
550;368715
550;365978
550;537406
550;441588
550;381618
550;371318
550;597028
550;369582
550;368303
550;366454
550;368649
550;366004
550;569805
550;550459
550;391475
550;374449
550;370938
550;588625
550;393161
550;372187
550;367331
550;366558
550;421554
550;611097
550;421358
550;382742
550;373563
550;370731
550;375429
550;369419
550;369405
550;368368
550;367072
550;367245
550;483464
550;395290
550;381279
550;373048
550;600773
550;369777
550;370237
550;367486
550;366373
550;366903
550;565101
550;540974
550;411355
550;382193
550;373536
550;609015
550;381744
550;368538
550;426945
550;369985
550;367476
550;591148
550;485460
550;388307
550;422359
550;371820
550;371379
550;368371
550;367129
550;367635
550;376133
550;365606
550;426689
550;394918
550;381654
550;371872
550;416002
550;372768
550;380067
550;367830
550;366419
550;366967
550;380186
550;490171
550;405981
550;381895
550;372834
550;598187
550;410977
600;457770
600;450646
600;445399
600;666132
600;598765
600;498071
600;471220
600;483696
600;457515
600;510091
600;457015
600;450351
600;643744
600;538739
600;485340
600;696916
600;465113
600;460895
600;453912
600;452106
600;682380
600;510251
600;487307
600;475895
600;462006
600;457279
600;454692
600;447475
600;449643
600;639613
600;521395
600;490380
600;694963
600;506484
600;497766
600;480679
600;482244
600;679505
600;558854
600;512999
600;473926
600;472350
600;508799
600;465387
600;470837
600;652498
600;638688
600;552277
600;493345
600;699275
600;480473
600;458984
600;505877
600;459986
600;616627
600;537047
600;505540
600;717633
600;496028
600;470205
600;666488
600;759238
600;661079
600;520507
600;489071
600;743932
600;468412
600;458882
600;508062
600;470455
600;637664
600;528635
600;497151
600;709977
600;706646
600;1020380
600;938524
600;994420
600;774890
600;661692
600;594381
600;632640
600;575785
600;550834
600;714479
600;532840
600;576672
600;570465
600;721792
600;601954
600;594247
600;542648
600;531616
600;517902
600;513203
600;511173
600;715343
600;574533
600;543969
600;691356
700;796237
700;782596
700;1074534
700;853644
700;979064
700;777384
700;788867
700;983385
700;1029366
700;793839
700;772750
700;923105
700;777954
700;759342
700;776493
700;780934
700;776097
700;800038
700;794293
700;802423
700;761368
700;772004
700;755963
700;749366
700;767717
700;749678
700;745073
700;749671
700;768179
700;754200
700;756171
700;758325
700;743791
700;754307
700;794544
700;758395
700;750625
700;735997
700;735076
700;755829
700;745103
700;754274
700;740099
700;723532
700;763476
700;766873
700;748210
700;747735
700;763444
700;781052
